SOMAmer SeqID,Target Name,Human Target or Analyte,UniProt ID,GeneID,Cardiovascular Disease,Inflammation and Immune Response,Metabolic Disease,Oncology,Combine Immune and Metabolic,Previous association with age,Previous association with Sex,Drug Targets,Bone Related or of interest,NIHM Supplemental Data,Aging and Longevity pQTLs,Rat Cytokine/Chemokine Luminex,Known of Interest,Inflammatory Serum Protein Profiling of Patients,Count for Custom Panel,
19295-32,PP1G,Serine/threonine-protein phosphatase PP1-gamma catalytic subunit,P36873,PPP1CC,,,,,,,,,,,,,,,,
24646-47,SPYA,Serine--pyruvate aminotransferase,P21549,AGXT,,,X,,,,,,,,,,,,,
8298-8,CG045,Serine-rich single-pass membrane protein 1,Q8WWF3,SSMEM1,,,,,,,,,,,,,,,,
18178-13,SYSC,"Serine--tRNA ligase, cytoplasmic",P49591,SARS1,,,,,,,,,,,,,,,,
12348-46,SYSM,"Serine--tRNA ligase, mitochondrial",Q9NP81,SARS2,X,,X,,,,,,,,,,,,,
4162-54,Transferrin,Serotransferrin,P02787,TF,,X,X,X,X,,,,,,,,,,X,X
9002-36,SPA11,Serpin A11,Q86U17,SERPINA11,,,,,,,,,X,,,,X,,X,
6551-94,Vaspin,Serpin A12,Q8IW75,SERPINA12,,,,,,,,,X,,,,X,,X,
7266-4,SPA9,Serpin A9,Q86WD7,SERPINA9,,,,,,,,,X,,,,X,,X,
18841-1,SPB13,Serpin B13,Q9UIV8,SERPINB13,,,,,,,,,X,,,,X,,X,
15444-45,SCCA2,Serpin B4,P48594,SERPINB4,,,,,,,,,X,,,,X,,X,
15417-3,Maspin,Serpin B5,P36952,SERPINB5,,,,X,,,,,X,,,,X,,X,
19130-81,SPB8,Serpin B8,P50452,SERPINB8,,,,,,,,,X,,,,X,,X,
21221-67,Serpin B9,Serpin B9,P50453,SERPINB9,,,,,,,,,X,,,,X,,X,
10800-15,Collagen-binding protein,Serpin H1,P50454,SERPINH1,X,,,,,,,,X,,,,X,,X,
7117-21,SPI2,Serpin I2,O75830,SERPINI2,,,,,,,,,x,,,,X,,X,
24970-117,SRRT,Serrate RNA effector molecule homolog,Q9BXP5,SRRT,,,,,,,,,,,,,,,,
22392-5,SRTD3,SERTA domain-containing protein 3,Q9UJW9,SERTAD3,,,,,,,,,,,,,,,,
18380-78,Albumin,Serum albumin,P02768,ALB,X,X,,,,,X,,,X,,,X,,X,X
15515-2,SAA,Serum amyloid A-1 protein,P0DJI8,SAA1,,,X,,,,,,,,,,,,,
4336-2,SAA,Serum amyloid A-1 protein,P0DJI8,SAA1,,,,,,,,,,,,,,,,
18832-65,SAA2,Serum amyloid A-2 protein,P0DJI9,SAA2,,,,,,,,,,,,,,,,
15516-12,SAA-4,Serum amyloid A-4 protein,P35542,SAA4,,,,,,,,,,,,,,,,
2474-54,SAP,Serum amyloid P-component,P02743,APCS,X,,,,,,X,,,,,,X,,X,
4261-55,paraoxonase 1,Serum paraoxonase/arylesterase 1,P27169,PON1,X,X,X,X,X,,,,,,,,,,X,X
22431-164,SRFB1,Serum response factor-binding protein 1,Q8NEF9,SRFBP1,,,,,,,,,,,,,,,,
24656-6,SESQ2,Sesquipedalian-2,Q6ICB4,PHETA2,,,,,,,,,,,,,,,,
12832-10,ASH2L,Set1/Ash2 histone methyltransferase complex subunit ASH2,Q9UBL3,ASH2L,,,,,,,,,,,,,,,,
24471-2,SETBP,SET-binding protein,Q9Y6X0,SETBP1,,,,X,,,,,,,,,,,,
4929-55,SHBG,Sex hormone-binding globulin,P04278,SHBG,X,,X,,,,X,,,,,,X,,X,
7909-37,SHBG,Sex hormone-binding globulin,P04278,SHBG,,,,,,,,,,,,,,,,
25957-5,SRY,Sex-determining region Y protein,Q05066,SRY,,,,,,,,,,,,,,,,
4984-83,Esterase D,S-formylglutathione hydrolase,P10768,ESD,,,,,,,,,,X,,,X,,X,X
23554-2,SHD,SH2 domain-containing adapter protein D,Q96IW2,SHD,,,,,,,,,,,,,,,,
4567-82,SH21A,SH2 domain-containing protein 1A,O60880,SH2D1A,,X,,,,,,,,X,,,X,,X,X
18840-205,SH21B,SH2 domain-containing protein 1B,O14796,SH2D1B,,,,,,,,,,,,,,,,
12704-26,SH2D3,SH2 domain-containing protein 3C,Q8N5H7,SH2D3C,,,,,,,,,,,,,,,,
22019-21,SH2B3,SH2B adapter protein 3,Q9UQQ2,SH2B3,X,X,X,X,X,,,,,,,,,,X,X
25125-7,STAC,SH3 and cysteine-rich domain-containing protein,Q99469,STAC,,X,,,,,,,,,,,,,,
13240-170,SHAN1,SH3 and multiple ankyrin repeat domains protein 1,Q9Y566,SHANK1,,,,,,,,,,,,,,,,
13256-21,SHAN1,SH3 and multiple ankyrin repeat domains protein 1,Q9Y566,SHANK1,,,,X,,,,,,,,,,,,
13242-134,SHAN3,SH3 and multiple ankyrin repeat domains protein 3,Q9BYB0,SHANK3,,,,,,,,,,,,,,,,
25297-11,SPD2B,SH3 and PX domain-containing protein 2B,A1X283,SH3PXD2B,X,,,,,,,,,,,,,,,
12693-2,SH3L1,SH3 domain-binding glutamic acid-rich-like protein,O75368,SH3BGRL,,,,,,,,,,,,,,,,
19113-66,SH3L2,SH3 domain-binding glutamic acid-rich-like protein 2,Q9UJC5,SH3BGRL2,,X,,,,,,,,,,,,,,
17490-4,SH3BGRL3-like protein,SH3 domain-binding glutamic acid-rich-like protein 3,Q9H299,SH3BGRL3,,,,,,,,,,,,,,,,
7769-29,3BP2,SH3 domain-binding protein 2,P78314,SH3BP2,,,,,,,,,,,,,,,,
23662-10,3BP5,SH3 domain-binding protein 5,O60239,SH3BP5,,,,,,,,,,,,,,,,
24962-7,SH3K1,SH3 domain-containing kinase-binding protein 1,Q96B97,SH3KBP1,,X,,,,,,,,,,,,,,
23702-98,SHKB1,SH3KBP1-binding protein 1,Q8TBC3,SHKBP1,,,,,,,,,,,,,,,,
13447-42,SPRN,Shadow of prion protein,Q5BIV9,SPRN,,,,,,,,,,,,,,,,
24472-28,SHRPN,Sharpin,Q9H0F6,SHARPIN,,,,,,,,,,,,,,,,
16043-30,SHC1:PID,SHC-transforming protein 1:Phosphotyrosine Interaction Domain,P29353,SHC1,X,,,,,,,,,X,,,X,,X,X
5272-55,SHC1:SH2,SHC-transforming protein 1:Src Homology domain,P29353,SHC1,X,,X,,,,,,,X,,,X,,X,X
14074-2,SHC2,SHC-transforming protein 2,P98077,SHC2,,,,,,,,,,,,,,,,
11692-21,SHC4,SHC-transforming protein 4,Q6S5L8,SHC4,,,,,,,,,,,,,,,,
25264-102,SHIP,SHIP,Q92835,INPP5D,X,,,,,,,,,,,,,,,
24711-21,SHOX,Short stature homeobox protein,O15266,SHOX,,,,,,,,,,,,,,,,
17403-14,acyl-Coenzyme A dehydrogenase,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",P45954,ACADSB,,,X,,,,,,,,,,,,,
24708-7,DHRS3,Short-chain dehydrogenase/reductase 3,O75911,DHRS3,,,,,,,,,,,,,,,,
17393-13,SCAD,"Short-chain specific acyl-CoA dehydrogenase, mitochondrial",P16219,ACADS,X,,X,,,,,,,,,,,,,
6929-10,SIA8C,"Sia-alpha-2,3-Gal-beta-1,4-GlcNAc-R:alpha 2,8-sialyltransferase",O43173,ST8SIA3,,,,,,,,,,,,,,,,
9263-57,SIAE,Sialate O-acetylesterase,Q9HAT2,SIAE,,X,,,,,,,,,,,,,,
17802-4,SIAS,Sialic acid synthase,Q9NR45,NANS,,,,,,,,,,,,,,,,
8913-22,SIG11:CD,"Sialic acid-binding Ig-like lectin 11:Cytoplasmic domain, Isoform 2",Q96RL6,SIGLEC11,,,,,,,,,,,,,,,,
20538-71,SIG11:ECD,"Sialic acid-binding Ig-like lectin 11:Extracellular domain, Isoform 1",Q96RL6,SIGLEC11,,,,,,,,,,,,,,,,
8352-26,SIG12:Ig-like C2-type 2,"Sialic acid-binding Ig-like lectin 12:Ig-like C2-type 2 domain, Isoform short",Q96PQ1,SIGLEC12,,,,,,,,,,,,,,,,
10037-98,SIG12:Ig-like V-type 2,"Sialic acid-binding Ig-like lectin 12:Ig-like V-type 2 domain, Isoform long",Q96PQ1,SIGLEC12,,,,,,,,,,,,,,,,
22577-24,SIG14,Sialic acid-binding Ig-like lectin 14,Q08ET2,SIGLEC14,,,,,,,,,,,,,,,,
5125-6,SIG14,Sialic acid-binding Ig-like lectin 14,Q08ET2,SIGLEC14,,,,,,,,,,,,,,,,
8248-222,SIG14,Sialic acid-binding Ig-like lectin 14,Q08ET2,SIGLEC14,,,,,,,,,,,,,,,,
10847-1,SIG15,Sialic acid-binding Ig-like lectin 15,Q6ZMC9,SIGLEC15,,,,,,,,,,,,,,,,
16792-4,Siglec-5,Sialic acid-binding Ig-like lectin 5,O15389,SIGLEC5,,,,,,,,,,,,,,,,
23030-4,Siglec-5,Sialic acid-binding Ig-like lectin 5,O15389,SIGLEC5,,,,,,,,,,,,,,,,
9275-2,Siglec-5,Sialic acid-binding Ig-like lectin 5,O15389,SIGLEC5,,,,,,,,,,,,,,,,
2741-22,Siglec-6,Sialic acid-binding Ig-like lectin 6,O43699,SIGLEC6,,X,,,,,,,,,,,,,,
2742-68,Siglec-7,Sialic acid-binding Ig-like lectin 7,Q9Y286,SIGLEC7,,,,,,,,,,X,,,X,,X,X
7864-3,SIGL8,Sialic acid-binding Ig-like lectin 8,Q9NYZ4,SIGLEC8,,,,,,,,,,,,,,,,
3007-7,Siglec-9,Sialic acid-binding Ig-like lectin 9,Q9Y336,SIGLEC9,,,,,,,,,,X,,,X,,X,X
15426-5,NEUR1,Sialidase-1,Q99519,NEU1,,,,,,,,,,,,,,,,
6003-28,NEUR1,Sialidase-1,Q99519,NEU1,,X,X,,X,,,,,,,,,,X,X
4464-10,Sialoadhesin,Sialoadhesin,Q9BZZ2,SIGLEC1,,X,,,,,,,,,,,,,,
13729-26,SFXN5,Sideroflexin-5,Q8TD22,SFXN5,,,,,,,,,,,,,,,,
25218-10,SPCS1,Signal peptidase complex subunit 1,Q9Y6A9,SPCS1,,,,,,,,,,,,,,,,
8989-40,SCUB1,"Signal peptide, CUB and EGF-like domain-containing protein 1",Q8IWY4,SCUBE1,,,,,,,,,,,,,,,,
16773-29,SCUB3,"Signal peptide, CUB and EGF-like domain-containing protein 3",Q8IX30,SCUBE3,,,,,,,,,,,,,,,,
17510-7,SRP14,Signal recognition particle 14 kDa protein,P37108,SRP14,,,,,,,,,,,,,,,,
18257-64,SRP19,Signal recognition particle 19 kDa protein,P09132,SRP19,,,,,,,,,,,,,,,,
10370-21,STAT1,Signal transducer and activator of transcription 1-alpha/beta,P42224,STAT1,,,,,,,,,,,,,,,,
12351-25,STAT1,Signal transducer and activator of transcription 1-alpha/beta,P42224,STAT1,,X,X,,X,,,,,,,,,,X,X
10346-5,STAT3,Signal transducer and activator of transcription 3,P40763,STAT3,X,X,X,X,X,,,,,,,,,,X,X
10354-57,STAT3,Signal transducer and activator of transcription 3,P40763,STAT3,,,,,,,,,,,,,,,,
20225-119,STA5A,Signal transducer and activator of transcription 5A,P42229,STAT5A,X,X,X,X,X,,,,,,,,,,X,X
16551-14,STA5B,Signal transducer and activator of transcription 5B,P51692,STAT5B,,X,X,X,X,,,,,,,,,,X,X
10372-18,STAT6,Signal transducer and activator of transcription 6,P42226,STAT6,,X,,X,,,,,,,,,,,,
18158-45,Caspase-8,Caspase-8,Q14790,CASP8,X,X,X,X,X,,,,,,,,,X,X,X
11194-6,SIT1,Signaling threshold-regulating transmembrane adapter 1,Q9Y3P8,SIT1,,,,,,,,,,,,,,,,
6247-9,SIRB1,Signal-regulatory protein beta-1,O00241,SIRPB1,,,,,,,,,,,,,,,,
5669-26,SIRB2,Signal-regulatory protein beta-2,Q5JXA9,SIRPB2,,,,,,,,,,,,,,,,
9241-40,SIRPG,Signal-regulatory protein gamma,Q9P1W8,SIRPG,,,,,,,,,,,,,,,,
12510-3,STAP1,Signal-transducing adaptor protein 1,Q9ULZ2,STAP1,,,X,,,,,,,,,,,,,
21833-6,sirtuin,silent mating type information regulation 2 homolog,Q8N6T7,SIRT6,X,,,,,,,,,,,,,,,
10703-203,SDS3,Sin3 histone deacetylase corepressor complex component SDS3,Q9H7L9,SUDS3,,,,,,,,,,,,,,,,
8326-63,SIGIRR,Single Ig IL-1-related receptor,Q6IA17,SIGIRR,,,,,,,,,,,,,,,,
22779-75,SMCO1,Single-pass membrane and coiled-coil domain-containing protein 1,Q147U7,SMCO1,,,,,,,,,,,,,,,,
7925-18,CL070,Single-pass membrane and coiled-coil domain-containing protein 2,A6NFE2,SMCO2,,,,,,,,,,,,,,,,
18253-8,SSB,"Single-stranded DNA-binding protein, mitochondrial",Q04837,SSBP1,,,,,,,,,,,,,,,,
23679-43,DCC1,Sister chromatid cohesion protein DCC1,Q9BVC3,DSCC1,,,,,,,,,,,,,,,,
23242-2,SSNA1,Sjoegren syndrome nuclear autoantigen 1,O43805,SSNA1,,,,,,,,,,,,,,,,
14670-1,SKIL,Ski-like protein,P12757,SKIL,,,,,,,,,,,,,,,,
3642-4,SLAF5,SLAM family member 5,Q9UIB8,CD84,X,,,,,,,,,X,,,X,,X,X
8073-3,SLAF5,SLAM family member 5,Q9UIB8,CD84,,,,,,,,,,X,,,X,,X,X
5128-53,SLAF6,SLAM family member 6,Q96DU3,SLAMF6,,,,,,,,,,,,,,,,
5487-7,SLAF7,SLAM family member 7,Q9NQ25,SLAMF7,,,,,,,,,,,,,,,,
7882-31,SLAF7,SLAM family member 7,Q9NQ25,SLAMF7,,,,,,,,,,,,,,,,
8994-65,SLAMF8,SLAM family member 8,Q9P0V8,SLAMF8,,,,,,,,,,,,,,,,
20531-5,SLAF9,SLAM family member 9,Q96A28,SLAMF9,,,,,,,,,,,,,,,,
10743-13,SLIK1,SLIT and NTRK-like protein 1,Q96PX8,SLITRK1,,,,,,,,,,X,,,X,,X,X
15539-15,SLIK1,SLIT and NTRK-like protein 1,Q96PX8,SLITRK1,,,,,,,,,,X,,,X,,X,X
21385-5,SLIK2,SLIT and NTRK-like protein 2,Q9H156,SLITRK2,,,,,,,,,,,,,,,,
10565-19,SLIK3,SLIT and NTRK-like protein 3,O94933,SLITRK3,,,,,,,,,,,,,,,,
7139-14,SLIK4,SLIT and NTRK-like protein 4,Q8IW52,SLITRK4,,,,,,,,,,,,,,,,
4568-17,SLIK5,SLIT and NTRK-like protein 5,O94991,SLITRK5,,,,,,,,,,X,,,X,,X,X
16916-19,SLIK6,SLIT and NTRK-like protein 6,Q9H5Y7,SLITRK6,,,,,,,,,,,,,,,,
15634-139,SLIT1,Slit homolog 1 protein,O75093,SLIT1,,,,,,,,,,,,,,,,
18930-28,SLIT2,Slit homolog 2 protein,O94813,SLIT2,,,,,,,,,,,,,,,,
18931-40,SLIT3,Slit homolog 3 protein,O75094,SLIT3,X,,,,,,,,,,,,,,,
25091-83,FNBP2,SLIT-ROBO Rho GTPase-activating protein 2,O75044,SRGAP2,,,,,,,,,,,,,,,,
10510-62,SCIMP,SLP adapter and CSK-interacting membrane protein,Q6UWF3,SCIMP,,,,,,,,,,,,,,,,
21645-6,SNIP1,Smad nuclear-interacting protein 1,Q8TAD8,SNIP1,,,,,,,,,,,,,,,,
21478-20,SMAD5,SMAD5,Q99717,SMAD5,,,X,X,,,,,,,,,,,,
13539-131,KCNN1,Small conductance calcium-activated potassium channel protein 1,Q92952,KCNN1,,,,,,,,,,,,,,,,
7842-52,SERF1,Small EDRK-rich factor 1,O75920,SERF1A,,,,,,,,,,,,,,,,
18274-2,SERF2,Small EDRK-rich factor 2,P84101,SERF2,,,,,,,,,,,,,,,,
3868-8,SGTA,Small glutamine-rich tetratricopeptide repeat-containing protein alpha,O43765,SGTA,,,,,,,,,,X,,,X,,X,X
18837-9,SGTB,Small glutamine-rich tetratricopeptide repeat-containing protein beta,Q96EQ0,SGTB,,,,,,,,,,,,,,,,
9379-248,CX069,Small integral membrane protein 10,Q96HG1,SMIM10,,,,,,,,,,,,,,,,
13452-113,SIM13,Small integral membrane protein 13,P0DJ93,SMIM13,,,,,,,,,,,,,,,,
7108-7,CS077,Small integral membrane protein 24,O75264,SMIM24,,,,,,,,,,,,,,,,
23578-6,SMIM3,Small integral membrane protein 3,Q9BZL3,SMIM3,,,,,,,,,,,,,,,,
8888-33,CX068,Small integral membrane protein 9,A6NGZ8,SMIM9,,,,,,,,,,,,,,,,
21260-74,RUXE,Small nuclear ribonucleoprotein E,P62304,SNRPE,,,,,,,,,,,,,,,,
5494-52,RUXF,Small nuclear ribonucleoprotein F,P62306,SNRPF,,,,,,,,,,X,,,X,,X,X
19276-124,RUXG,Small nuclear ribonucleoprotein G,P62308,SNRPG,,,,,,,,,,,,,,,,
17823-40,SMD2,Small nuclear ribonucleoprotein Sm D2,P62316,SNRPD2,,,,,,,,,,,,,,,,
17774-38,SMD3,Small nuclear ribonucleoprotein Sm D3,P62318,SNRPD3,,X,,X,,,,,,,,,,,,
23682-79,HENMT,Small RNA 2'-O-methyltransferase,Q5T8I9,HENMT1,,,,,,,,,,,,,,,,
19555-1,SUMO2,Small ubiquitin-related modifier 2,P61956,SUMO2,,,,,,,,,,,,,,,,
14623-26,SUMO3,Small ubiquitin-related modifier 3,P55854,SUMO3,,,,,,,,,,X,,,X,,X,X
9169-14,SUMO3,Small ubiquitin-related modifier 3,P55854,SUMO3,,,,,,,,,,X,,,X,,X,X
22045-8,SUMO4,Small ubiquitin-related modifier 4,Q6EEV6,SUMO4,,X,X,,X,,,,,,,,,,X,X
20379-59,SVBP,Small vasohibin-binding protein,Q8N300,SVBP,,,,,,,,,,,,,,,,
18285-6,SVIP,Small VCP/p97-interacting protein,Q8NHG7,SVIP,,,,,,,,,,,,,,,,
9910-9,MTAP,S-methyl-5'-thioadenosine phosphorylase,Q13126,MTAP,,,,X,,,,,,,,,,,,
14226-120,BHMT2,S-methylmethionine--homocysteine S-methyltransferase BHMT2,Q9H2M3,BHMT2,,,,,,,,,,,,,,,,
12546-1,SMTN,Smoothelin,P53814,SMTN,,,,,,,,,,,,,,,,
6975-52,SNAPN,SNARE-associated protein Snapin,O95295,SNAPIN,,,,,,,,,,,,,,,,
17765-3,SPN1,Snurportin-1,O95149,SNUPN,,,,,,,,,,,,,,,,
11653-69,SC6A9,Sodium- and chloride-dependent glycine transporter 1,P48067,SLC6A9,,,,,,,,,,,,,,,,
13053-6,S6A14,Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+),Q9UN76,SLC6A14,,,X,,,,,,,,,,,,,
8353-15,SCN2B,Sodium channel subunit beta-2,O60939,SCN2B,X,,,,,,,,,,,,,,,
20516-11,SCN3B,Sodium channel subunit beta-3,Q9NY72,SCN3B,X,,,,,,,,,,,,,,,
7911-29,SCN4B,Sodium channel subunit beta-4,Q8IWT1,SCN4B,X,,,,,,,,,,,,,,,
12826-5,SC5A5,Sodium/iodide cotransporter,Q92911,SLC5A5,,,,X,,,,,,,,,,,,
25209-15,ATNG,Sodium/potassium-transporting ATPase gamma chain,P54710,FXYD2,X,,X,,,,,,,,,,,,,
13392-13,AT1B1,Sodium/potassium-transporting ATPase subunit beta-1,P05026,ATP1B1,X,,,,,,,,,,,,,,,
7218-87,AT1B2,Sodium/potassium-transporting ATPase subunit beta-2,P14415,ATP1B2,,,,,,X,,X,,,,,X,,X,
8990-42,AT1B3,Sodium/potassium-transporting ATPase subunit beta-3,P54709,ATP1B3,,,,,,,,,,,,,,,,
13691-10,SC5A8,Sodium-coupled monocarboxylate transporter 1,Q8N695,SLC5A8,,,,,,,,,,,,,,,,
13502-2,S2611,Sodium-independent sulfate anion transporter,Q86WA9,SLC26A11,,,,,,,,,,,,,,,,
6480-1,CANT1,Soluble calcium-activated nucleotidase 1,Q8WVQ1,CANT1,,,,,,,,,,,,,,,,
24023-35,sEPCR,soluble Endothelial protein C receptor,Q9UNN8,PROCR,X,,,,,,,,,,,,,,,
9969-8,S22AG,Solute carrier family 22 member 16,Q86VW1,SLC22A16,,X,,,,,,,,,,,,,,
22770-22,S2538,Solute carrier family 25 member 38,Q96DW6,SLC25A38,,,,,,,,,,,,,,,,
13501-10,S35G2,Solute carrier family 35 member G2,Q8TBE7,SLC35G2,,,,,,,,,,,,,,,,
12511-83,S41A2,Solute carrier family 41 member 2,Q96JW4,SLC41A2,,,,,,,,,,,,,,,,
11669-39,SO5A1,Solute carrier organic anion transporter family member 5A1,Q9H2Y9,SLCO5A1,,,,,,,,,,,,,,,,
16293-1,Growth hormone-releasing factor,Somatoliberin,P01286,GHRH,,,,,,,,,,,,,,,,
9487-60,Growth hormone-releasing factor,Somatoliberin,P01286,GHRH,,,,,,,,,,,,,,,,
21836-9,SSR1,Somatostatin receptor type 1,P30872,SSTR1,,,,,,,,,,,,,,,,
5957-30,Somatostatin-28,Somatostatin-28,P61278,SST,,,X,X,,,,,,X,,,X,,X,X
8462-18,HGH,Somatotropin,P01241,GH1,X,,X,X,,,,,,,,,,,,
9923-6,SOS1,Son of sevenless homolog 1,Q07889,SOS1,X,,,,,,,,,,,,,,,
2743-5,Sonic Hedgehog,Sonic hedgehog protein,Q15465,SHH,,,,,,,,,,X,,,X,,X,X
15447-45,Sorbitol dehydrogenase,Sorbitol dehydrogenase,Q00796,SORD,X,,,,,,,,,,,,,,,
12356-65,Sorcin,Sorcin,P30626,SRI,,,,,,,,,,,,,,,,
11300-32,SORT,Sortilin,Q99523,SORT1,X,,,,,,,,,,,,,,,
22772-125,SAM50,Sorting and assembly machinery component 50 homolog,Q9Y512,SAMM50,,,,,,,,,,,,,,,,
23408-1,Sorting nexin 16,Sorting nexin 16,P57768,SNX16,,,,,,,,,,,,,,,,
6955-68,SNX1,Sorting nexin-1,Q13596,SNX1,,,,,,,,,,,,,,,,
8807-13,SNX1,Sorting nexin-1,Q13596,SNX1,,,,,,,,,,,,,,,,
24685-12,SNX11,Sorting nexin-11,Q9Y5W9,SNX11,,,,,,,,,,,,,,,,
24475-45,SNX12,Sorting nexin-12,Q9UMY4,SNX12,,,,,,,,,,,,,,,,
23416-47,Sorting nexin-15,Sorting nexin-15,Q9NRS6,SNX15,,,,,,,,,,,,,,,,
12845-18,SNX17,Sorting nexin-17,Q15036,SNX17,,,,,,,,,,,,,,,,
24945-16,SNX27,Sorting nexin-27,Q96L92,SNX27,,,,,,,,,,,,,,,,
19503-2,SNX3,Sorting nexin-3,O60493,SNX3,,,,,,,,,,,,,,,,
3903-49,Sorting nexin 4,Sorting nexin-4,O95219,SNX4,,,,,,,,,,,,,,,,
18327-6,SNX5,Sorting nexin-5,Q9Y5X3,SNX5,,,,,,,,,,,,,,,,
14245-195,SNX7,Sorting nexin-7,Q9UNH6,SNX7,,,,,,,,,,,,,,,,
6925-26,SNX8,Sorting nexin-8,Q9Y5X2,SNX8,,,,,,,,,,,,,,,,
20454-24,SOSB2,SOSS complex subunit B2,Q96AH0,NABP1,,,,,,,,,,,,,,,,
23622-128,SOSSC,SOSS complex subunit C,Q9NRY2,INIP,,,,,,,,,,,,,,,,
25468-5,SOX-9,SOX-9,P48436,SOX9,,,,X,,,,,,,,,,,,
14110-200,ON,SPARC,P09486,SPARC,X,X,,X,,,,,,X,,,X,,X,X
3043-49,ON,SPARC,P09486,SPARC,,,,,,,,,,X,,,X,,X,X
13707-27,SPARCL1,SPARC-like protein 1,Q14515,SPARCL1,,,,,,,,,,X,,,X,,X,X
4467-49,SPARCL1,SPARC-like protein 1,Q14515,SPARCL1,X,,X,,,,,,,X,,,X,,X,X
13118-5,SMOC1,SPARC-related modular calcium-binding protein 1,Q9H4F8,SMOC1,,,,,,,,,,X,,,X,,X,X
5694-57,SMOC1,SPARC-related modular calcium-binding protein 1,Q9H4F8,SMOC1,,,,,,,,,,X,,,X,,X,X
15635-4,SMOC2,SPARC-related modular calcium-binding protein 2,Q9H3U7,SMOC2,,,,,,,,,,,,,,,,
11161-5,SPG20,Spartin,Q8N0X7,SPART,,,,,,,,,,,,,,,,
8388-24,Spastin:CD,Spastin:Cytoplasmic domain,Q9UBP0,SPAST,,,,,,,,,,,,,,,,
10870-32,Spastin:MIT,Spastin:Microtubule interacting and trafficking domain,Q9UBP0,SPAST,,,,,,,,,,,,,,,,
24950-21,SARG,Specifically androgen-regulated gene protein,Q9BW04,SARG,,,,,,,,,,,,,,,,
13727-44,SPOP,Speckle-type POZ protein,O43791,SPOP,,,,X,,,,,,,,,,,,
5031-10,SPTA2,"Spectrin alpha chain, non-erythrocytic 1",Q13813,SPTAN1,,,,,,,,,,X,,,X,,X,X
23245-5,SPC1L,Speriolin-like protein,Q9H0A9,SPATC1L,,,,,,,,,,,,,,,,
6228-58,sperm acrosome associated 1,Sperm acrosome membrane-associated protein 1,Q9HBV2,SPACA1,,,,,,,,,,,,,,,,
8076-4,SACA3,Sperm acrosome membrane-associated protein 3,Q8IXA5,SPACA3,,,,,,,,,,,,,,,,
6494-60,sperm acrosome associated 5,Sperm acrosome-associated protein 5,Q96QH8,SPACA5,,,,,,,,,,,,,,,,
21360-27,SPEC1,Sperm antigen with calponin homology and coiled-coil domains 1,Q5M775,SPECC1,,,,,,,,,,,,,,,,
12876-39,SPEF1,Sperm flagellar protein 1,Q9Y4P9,SPEF1,,,,,,,,,,,,,,,,
25217-35,SPANXA,Sperm protein associated with the nucleus on the X chromosome A,Q9NS26,SPANXA1,,,,,,,,,,,,,,,,
22787-39,SPXN3,Sperm protein associated with the nucleus on the X chromosome N3,Q5MJ09,SPANXN3,,,,,,,,,,,,,,,,
25419-59,SPXN4,Sperm protein associated with the nucleus on the X chromosome N4,Q5MJ08,SPANXN4,,,,,,,,,,,,,,,,
18242-8,Sperm protein 17,Sperm surface protein Sp17,Q15506,SPA17,,,,,,,,,,,,,,,,
5726-49,SG11A,Sperm-associated antigen 11A,Q6PDA7,SPAG11A,,,,,,,,,,,,,,,,
5762-35,Sperm-associated antigen 11,Sperm-associated antigen 11B,Q08648,SPAG11B,,,,,,,,,,,,,,,,
21289-36,Sperm-associated antigen 7,Sperm-associated antigen 7,O75391,SPAG7,,,,,,,,,,,,,,,,
11117-2,SPT20,Spermatogenesis-associated protein 20,Q8TB22,SPATA20,,,,,,,,,,,,,,,,
22784-4,SPT22,Spermatogenesis-associated protein 22,Q8NHS9,SPATA22,,,,,,,,,,,,,,,,
24422-36,SPA24,Spermatogenesis-associated protein 24,Q86W54,SPATA24,,,,,,,,,,,,,,,,
23270-14,SPT33,Spermatogenesis-associated protein 33,Q96N06,SPATA33,,,,,,,,,,,,,,,,
22786-57,SPT46,Spermatogenesis-associated protein 46,Q5T0L3,SPATA46,,,,,,,,,,,,,,,,
25258-41,SPAT5,Spermatogenesis-associated protein 5,Q8NB90,SPATA5,,,,,,,,,,,,,,,,
7809-22,SPAT9,Spermatogenesis-associated protein 9,Q9BWV2,SPATA9,,,,,,,,,,,,,,,,
21647-9,SPEE,Spermidine synthase,P19623,SRM,,,,,,,,,,,,,,,,
18179-56,SPSY,Spermine synthase,P52788,SMS,,X,,,,,,,,,,,,,,
3902-21,SKP1,S-phase kinase-associated protein 1,P63208,SKP1,,,,,,,,,,X,,,X,,X,X
22777-46,SKP2,S-phase kinase-associated protein 2,Q13309,SKP2,,X,,X,,,,,,,,,,,,
10818-36,ASM,Sphingomyelin phosphodiesterase,P17405,SMPD1,,,X,,,,,,,,,,,,,
4294-16,Sphingosine kinase 1,Sphingosine kinase 1,Q9NYA1,SPHK1,,,,,,,,,,X,,,X,,X,X
4468-21,SPHK2,Sphingosine kinase 2,Q9NRA0,SPHK2,X,,,,,,,,,X,,,X,,X,X
21370-45,SKA1,Spindle and kinetochore-associated protein 1,Q96BD8,SKA1,,,,,,,,,,,,,,,,
18210-12,SPIN1,Spindlin-1,Q9Y657,SPIN1,,,,,,,,,,,,,,,,
